ts,track_id,side,x,y,conf,source
1780885459.754,13,L,552.6,528.9,0.976,direct
1780885459.754,13,R,440.1,515.6,0.979,direct
1780885459.800,13,L,553.4,529.0,0.978,direct
1780885459.800,13,R,441.7,514.8,0.981,direct
1780885459.847,13,L,554.7,528.2,0.978,direct
1780885459.847,13,R,442.7,514.2,0.981,direct
1780885459.891,13,L,555.5,529.2,0.925,direct
1780885459.891,13,R,440.6,514.0,0.931,direct
1780885459.925,13,L,555.8,530.5,0.925,direct
1780885459.925,13,R,438.3,514.1,0.931,direct
1780885459.960,13,L,555.8,534.0,0.933,direct
1780885459.960,13,R,427.6,517.6,0.944,direct
1780885459.993,13,L,555.8,537.0,0.933,direct
1780885459.993,13,R,420.0,520.4,0.944,direct
1780885460.029,13,L,556.3,539.0,0.960,direct
1780885460.029,13,R,412.5,520.3,0.967,direct
1780885460.067,13,L,556.8,540.4,0.960,direct
1780885460.067,13,R,407.3,519.7,0.967,direct
1780885460.099,13,L,556.9,540.2,0.951,direct
1780885460.100,13,R,387.7,498.7,0.953,direct
1780885460.161,13,L,555.9,539.6,0.958,direct
1780885460.161,13,R,352.1,469.1,0.958,direct
1780885460.195,13,L,556.6,539.8,0.974,direct
1780885460.196,13,R,330.1,463.0,0.966,direct
1780885460.231,13,L,558.1,540.3,0.974,direct
1780885460.231,13,R,314.5,460.4,0.966,direct
1780885460.274,13,L,556.4,540.8,0.972,direct
1780885460.274,13,R,307.3,463.1,0.965,direct
1780885460.321,13,L,553.3,541.1,0.972,direct
1780885460.321,13,R,303.7,465.7,0.965,direct
1780885460.363,13,L,553.7,541.5,0.976,direct
1780885460.363,13,R,310.5,471.9,0.968,direct
1780885460.399,13,L,554.0,541.7,0.976,direct
1780885460.399,13,R,315.6,475.9,0.968,direct
1780885460.442,13,L,554.3,542.1,0.955,direct
1780885460.442,13,R,315.0,475.9,0.946,direct
1780885460.480,13,L,554.6,542.4,0.955,direct
1780885460.480,13,R,314.5,475.9,0.946,direct
1780885460.522,13,L,554.4,540.1,0.934,direct
1780885460.522,13,R,328.4,483.1,0.939,direct
1780885460.559,13,L,555.6,539.4,0.934,direct
1780885460.559,13,R,336.2,487.2,0.939,direct
1780885460.604,13,L,556.5,538.6,0.957,direct
1780885460.604,13,R,348.9,496.0,0.962,direct
1780885460.649,13,L,556.8,538.8,0.959,direct
1780885460.649,13,R,373.2,511.3,0.966,direct
1780885460.685,13,L,556.8,539.2,0.959,direct
1780885460.685,13,R,388.1,520.6,0.966,direct
1780885460.732,13,L,556.0,538.2,0.933,direct
1780885460.732,13,R,400.4,529.1,0.955,direct
1780885460.768,13,L,555.0,537.8,0.950,direct
1780885460.768,13,R,406.9,534.4,0.967,direct
1780885460.807,13,L,554.6,537.9,0.950,direct
1780885460.807,13,R,411.2,538.1,0.967,direct
1780885460.838,13,L,554.6,537.5,0.961,direct
1780885460.839,13,R,414.3,540.3,0.973,direct
1780885460.873,13,L,555.1,536.6,0.961,direct
1780885460.873,13,R,416.5,541.9,0.973,direct
1780885460.907,13,L,554.6,534.0,0.970,direct
1780885460.907,13,R,417.1,542.6,0.979,direct
1780885460.949,13,L,553.6,531.1,0.970,direct
1780885460.949,13,R,417.1,542.9,0.979,direct
1780885460.998,13,L,553.8,531.0,0.951,direct
1780885460.998,13,R,431.3,545.1,0.963,direct
1780885461.044,13,L,553.9,530.8,0.951,direct
1780885461.044,13,R,443.4,547.3,0.963,direct
1780885461.090,13,L,554.0,530.7,0.943,direct
1780885461.090,13,R,445.4,548.4,0.964,direct
1780885461.126,13,L,554.1,530.6,0.943,direct
1780885461.126,13,R,446.9,549.3,0.964,direct
1780885461.170,13,L,554.2,530.5,0.949,direct
1780885461.170,13,R,447.1,548.0,0.964,direct
1780885461.205,13,L,554.3,530.3,0.967,direct
1780885461.205,13,R,435.3,547.0,0.987,direct
1780885461.246,13,L,554.4,530.2,0.967,direct
1780885461.246,13,R,423.5,546.1,0.987,direct
1780885461.294,13,L,554.5,530.1,0.979,direct
1780885461.294,13,R,414.5,543.2,0.992,direct
1780885461.328,13,L,554.6,530.0,0.982,direct
1780885461.328,13,R,409.6,541.7,0.993,direct
1780885461.360,13,L,554.7,529.9,0.982,direct
1780885461.360,13,R,406.0,540.6,0.993,direct
1780885461.393,13,L,554.7,529.8,0.980,direct
1780885461.393,13,R,403.6,541.0,0.992,direct
1780885461.424,13,L,554.8,529.7,0.980,direct
1780885461.424,13,R,402.2,541.7,0.992,direct
1780885461.458,13,L,554.9,529.6,0.969,direct
1780885461.458,13,R,401.6,543.9,0.985,direct
1780885461.496,13,L,555.0,529.4,0.969,direct
1780885461.496,13,R,401.3,546.0,0.985,direct
1780885461.532,13,L,551.1,522.8,0.962,direct
1780885461.532,13,R,403.1,547.7,0.979,direct
1780885461.564,13,L,549.8,518.5,0.962,direct
1780885461.564,13,R,405.1,548.9,0.979,direct
1780885461.601,13,L,550.1,514.1,0.953,direct
1780885461.601,13,R,405.1,548.7,0.973,direct
1780885461.636,13,L,550.6,511.1,0.953,direct
1780885461.636,13,R,404.2,547.3,0.973,direct
1780885461.672,13,L,556.8,513.7,0.952,direct
1780885461.672,13,R,404.2,547.1,0.968,direct
1780885461.706,13,L,562.5,517.1,0.952,direct
1780885461.706,13,R,404.4,547.2,0.968,direct
1780885461.739,13,L,568.8,521.7,0.961,direct
1780885461.739,13,R,406.6,547.1,0.973,direct
1780885461.775,13,L,573.6,525.4,0.961,direct
1780885461.775,13,R,409.2,546.8,0.973,direct
1780885461.810,13,L,576.2,530.2,0.953,direct
1780885461.810,13,R,412.0,546.1,0.967,direct
1780885461.841,13,L,577.6,533.7,0.953,direct
1780885461.841,13,R,413.9,545.5,0.967,direct
1780885461.870,13,L,577.2,535.9,0.938,direct
1780885461.870,13,R,415.5,544.6,0.959,direct
1780885461.904,13,L,577.1,538.3,0.915,direct
1780885461.904,13,R,417.2,543.2,0.945,direct
1780885461.941,13,L,577.1,540.3,0.915,direct
1780885461.941,13,R,418.6,541.9,0.945,direct
1780885461.987,13,L,577.7,542.9,0.934,direct
1780885461.987,13,R,420.0,541.1,0.949,direct
1780885462.015,13,L,578.0,544.5,0.934,direct
1780885462.015,13,R,420.7,540.8,0.949,direct
1780885462.049,13,L,577.6,546.3,0.890,direct
1780885462.049,13,R,421.2,540.7,0.913,direct
1780885462.083,13,L,576.9,547.7,0.890,direct
1780885462.083,13,R,421.5,540.9,0.913,direct
1780885462.119,13,L,576.2,549.3,0.886,direct
1780885462.119,13,R,421.6,540.4,0.910,direct
1780885462.162,13,L,575.7,550.8,0.886,direct
1780885462.162,13,R,421.5,539.1,0.910,direct
1780885462.193,13,L,575.5,551.5,0.913,direct
1780885462.193,13,R,421.6,538.4,0.933,direct
1780885462.229,13,L,575.5,551.9,0.913,direct
1780885462.229,13,R,421.8,537.8,0.933,direct
1780885462.273,13,L,575.2,553.0,0.921,direct
1780885462.273,13,R,421.9,537.2,0.938,direct
1780885462.311,13,L,574.7,554.2,0.921,direct
1780885462.311,13,R,421.8,536.9,0.938,direct
1780885462.353,13,L,575.3,555.7,0.837,direct
1780885462.353,13,R,422.6,537.9,0.853,direct
1780885462.387,13,L,576.1,556.8,0.837,direct
1780885462.387,13,R,423.5,539.1,0.853,direct
1780885462.421,13,L,575.8,554.3,0.909,direct
1780885462.421,13,R,423.5,537.4,0.917,direct
1780885462.467,13,L,574.8,550.2,0.909,direct
1780885462.467,13,R,423.1,534.6,0.917,direct
1780885462.512,13,L,574.5,549.1,0.904,direct
1780885462.512,13,R,423.1,533.8,0.927,direct
1780885462.546,13,L,574.4,548.8,0.904,direct
1780885462.546,13,R,423.2,533.4,0.927,direct
1780885462.581,13,L,574.4,548.8,0.909,direct
1780885462.581,13,R,423.1,533.4,0.933,direct
1780885462.617,13,L,574.5,549.0,0.906,direct
1780885462.617,13,R,421.5,534.5,0.934,direct
1780885462.661,13,L,574.6,549.4,0.906,direct
1780885462.661,13,R,420.6,535.2,0.934,direct
1780885462.702,13,L,574.6,549.1,0.931,direct
1780885462.702,13,R,420.3,537.4,0.955,direct
1780885462.737,13,L,575.1,549.4,0.942,direct
1780885462.737,13,R,419.3,539.4,0.958,direct
1780885462.782,13,L,576.6,550.8,0.942,direct
1780885462.782,13,R,418.2,541.1,0.958,direct
1780885462.819,13,L,578.0,550.5,0.891,direct
1780885462.819,13,R,417.2,542.6,0.897,direct
1780885462.863,13,L,579.2,549.7,0.891,direct
1780885462.863,13,R,416.3,544.1,0.897,direct
1780885462.908,13,L,580.8,545.3,0.867,direct
1780885462.908,13,R,415.2,543.5,0.883,direct
1780885462.945,13,L,581.6,542.1,0.867,direct
1780885462.945,13,R,414.3,542.4,0.883,direct
1780885462.986,13,L,583.1,540.9,0.914,direct
1780885462.986,13,R,413.8,542.1,0.925,direct
1780885463.022,13,L,584.6,540.2,0.914,direct
1780885463.022,13,R,413.4,542.1,0.925,direct
1780885463.054,13,L,586.3,538.4,0.927,direct
1780885463.055,13,R,413.2,541.8,0.937,direct
1780885463.088,13,L,587.7,536.7,0.927,direct
1780885463.088,13,R,413.0,541.3,0.937,direct
1780885463.122,13,L,594.9,534.8,0.945,direct
1780885463.122,13,R,410.7,542.8,0.954,direct
1780885463.162,13,L,601.7,533.8,0.945,direct
1780885463.162,13,R,408.1,545.4,0.954,direct
1780885463.210,13,L,610.4,531.4,0.959,direct
1780885463.210,13,R,408.2,545.8,0.968,direct
1780885463.260,13,L,617.4,529.3,0.973,direct
1780885463.260,13,R,408.7,545.8,0.978,direct
1780885463.305,13,L,620.6,529.6,0.969,direct
1780885463.305,13,R,410.8,545.4,0.976,direct
1780885463.352,13,L,622.5,530.2,0.969,direct
1780885463.352,13,R,412.6,544.8,0.976,direct
1780885463.386,13,L,623.1,530.3,0.949,direct
1780885463.386,13,R,413.0,543.6,0.966,direct
1780885463.423,13,L,623.7,530.4,0.949,direct
1780885463.423,13,R,413.0,542.3,0.966,direct
1780885463.458,13,L,624.2,530.4,0.895,direct
1780885463.458,13,R,413.5,540.8,0.923,direct
1780885463.494,13,L,624.8,530.5,0.895,direct
1780885463.494,13,R,414.2,539.4,0.923,direct
1780885463.541,13,L,625.6,530.6,0.896,direct
1780885463.541,13,R,414.5,539.1,0.933,direct
1780885463.586,13,L,626.3,530.7,0.896,direct
1780885463.586,13,R,414.6,539.0,0.933,direct
1780885463.621,13,L,626.9,530.8,0.843,direct
1780885463.621,13,R,417.1,539.0,0.892,direct
1780885463.667,13,L,627.6,530.9,0.843,direct
1780885463.667,13,R,420.2,538.8,0.892,direct
1780885463.715,13,L,628.4,531.0,0.871,direct
1780885463.715,13,R,422.5,538.9,0.905,direct
1780885463.760,13,L,629.1,531.1,0.871,direct
1780885463.760,13,R,424.1,539.1,0.905,direct
1780885463.794,13,L,629.7,531.1,0.965,direct
1780885463.794,13,R,430.4,533.9,0.970,direct
1780885463.826,13,L,630.2,531.2,0.965,direct
1780885463.826,13,R,435.1,529.5,0.970,direct
1780885463.863,13,L,630.8,531.3,0.924,direct
1780885463.863,13,R,443.3,524.3,0.932,direct
1780885463.900,13,L,631.4,531.3,0.924,direct
1780885463.901,13,R,449.3,520.8,0.932,direct
1780885463.933,13,L,631.9,531.4,0.934,direct
1780885463.933,13,R,459.0,516.8,0.940,direct
1780885463.968,13,L,632.5,531.5,0.934,direct
1780885463.968,13,R,466.6,513.9,0.940,direct
1780885464.013,13,L,633.2,531.6,0.935,direct
1780885464.013,13,R,475.0,512.5,0.941,direct
1780885464.060,13,L,634.0,531.7,0.935,direct
1780885464.060,13,R,480.6,511.9,0.941,direct
1780885464.103,13,L,634.7,531.7,0.960,direct
1780885464.104,13,R,488.7,510.1,0.966,direct
1780885464.141,13,L,635.3,531.8,0.960,direct
1780885464.142,13,R,493.9,508.9,0.966,direct
1780885464.188,13,L,636.1,531.9,0.954,direct
1780885464.188,13,R,500.2,509.8,0.963,direct
1780885464.233,13,L,636.8,532.0,0.954,direct
1780885464.233,13,R,504.4,510.9,0.963,direct
1780885464.281,13,L,637.6,532.1,0.961,direct
1780885464.281,13,R,508.4,514.1,0.969,direct
1780885464.329,13,L,638.3,532.2,0.961,direct
1780885464.329,13,R,511.1,516.6,0.969,direct
1780885464.379,13,L,639.1,532.3,0.932,direct
1780885464.379,13,R,505.9,522.9,0.944,direct
1780885464.421,13,L,639.8,532.4,0.932,direct
1780885464.421,13,R,501.5,527.0,0.944,direct
1780885464.456,13,L,640.4,532.4,0.907,direct
1780885464.456,13,R,498.0,530.8,0.918,direct
1780885464.494,13,L,641.0,532.5,0.907,direct
1780885464.494,13,R,495.5,533.7,0.918,direct
1780885464.533,13,L,641.6,532.6,0.919,direct
1780885464.533,13,R,492.6,537.4,0.931,direct
1780885464.571,13,L,642.3,532.7,0.919,direct
1780885464.571,13,R,490.6,540.2,0.931,direct
1780885464.611,13,L,642.9,532.8,0.871,direct
1780885464.611,13,R,489.4,543.3,0.895,direct
1780885464.649,13,L,643.5,532.8,0.871,direct
1780885464.649,13,R,488.8,545.7,0.895,direct
1780885464.692,13,L,644.2,532.9,0.881,direct
1780885464.692,13,R,488.6,546.6,0.897,direct
1780885464.725,13,L,644.8,533.0,0.881,direct
1780885464.726,13,R,488.3,547.0,0.897,direct
1780885464.770,13,L,645.5,533.1,0.830,direct
1780885464.770,13,R,488.0,551.6,0.869,direct
1780885464.803,13,L,646.0,533.1,0.830,direct
1780885464.803,13,R,488.1,555.7,0.869,direct
1780885464.840,13,L,646.6,533.2,0.888,direct
1780885464.841,13,R,486.9,557.6,0.920,direct
1780885464.883,13,L,647.3,533.3,0.852,direct
1780885464.883,13,R,485.3,558.6,0.894,direct
1780885464.917,13,L,647.9,533.4,0.852,direct
1780885464.917,13,R,484.0,558.9,0.894,direct
1780885464.963,13,L,648.6,533.5,0.882,direct
1780885464.963,13,R,481.7,559.5,0.912,direct
1780885464.998,13,L,649.2,533.5,0.855,direct
1780885464.998,13,R,479.4,560.5,0.893,direct
1780885465.035,13,L,649.8,533.6,0.855,direct
1780885465.035,13,R,477.6,561.7,0.893,direct
1780885465.077,13,L,650.4,533.7,0.850,direct
1780885465.077,13,R,476.1,564.0,0.916,direct
1780885465.123,13,L,651.2,533.8,0.850,direct
1780885465.123,13,R,475.0,566.3,0.916,direct
1780885465.170,13,L,651.9,533.9,0.871,direct
1780885465.171,13,R,474.0,569.5,0.936,direct
1780885465.219,13,L,652.7,534.0,0.871,direct
1780885465.220,13,R,473.2,572.1,0.936,direct
1780885465.262,13,L,653.4,534.1,0.886,direct
1780885465.263,13,R,472.1,573.8,0.944,direct
1780885465.301,13,L,654.1,534.1,0.886,direct
1780885465.301,13,R,471.4,575.0,0.944,direct
1780885465.338,13,L,654.7,534.2,0.882,direct
1780885465.338,13,R,470.8,575.8,0.945,direct
1780885465.379,13,L,655.3,534.3,0.882,direct
1780885465.379,13,R,470.3,576.5,0.945,direct
1780885465.410,13,L,655.8,534.4,0.827,direct
1780885465.410,13,R,470.5,576.8,0.920,direct
1780885465.445,13,L,656.4,534.4,0.786,direct
1780885465.445,13,R,472.1,576.4,0.893,direct
1780885465.484,13,L,657.0,534.5,0.786,direct
1780885465.484,13,R,473.5,576.1,0.893,direct
1780885465.521,13,L,657.6,534.6,0.850,direct
1780885465.521,13,R,474.6,573.7,0.935,direct
1780885465.566,13,L,658.3,534.7,0.850,direct
1780885465.566,13,R,475.4,571.2,0.935,direct
1780885465.601,13,L,658.9,534.7,0.853,direct
1780885465.601,13,R,476.1,570.3,0.914,direct
1780885465.633,13,L,659.4,534.8,0.853,direct
1780885465.633,13,R,476.5,570.2,0.914,direct
1780885465.667,13,L,660.0,534.9,0.792,direct
1780885465.667,13,R,478.5,569.3,0.856,direct
1780885465.700,13,L,660.5,534.9,0.809,direct
1780885465.700,13,R,479.5,567.4,0.863,direct
1780885465.736,13,L,661.1,535.0,0.809,direct
1780885465.736,13,R,480.0,565.7,0.863,direct
1780885465.773,13,L,661.7,535.1,0.811,direct
1780885465.773,13,R,480.6,564.8,0.871,direct
1780885465.821,13,L,662.5,535.2,0.811,direct
1780885465.821,13,R,481.1,564.6,0.871,direct
1780885465.865,13,L,663.2,535.3,0.816,direct
1780885465.866,13,R,480.2,562.3,0.868,direct
1780885465.903,13,L,663.8,535.4,0.816,direct
1780885465.903,13,R,479.2,560.6,0.868,direct
1780885465.947,13,L,664.5,535.4,0.801,direct
1780885465.947,13,R,478.1,560.2,0.852,direct
1780885465.983,13,L,665.1,535.5,0.801,direct
1780885465.984,13,R,477.4,560.2,0.852,direct
1780885466.027,13,L,665.8,535.6,0.770,direct
1780885466.027,13,R,476.8,560.3,0.823,direct
1780885466.075,13,L,666.6,535.7,0.770,direct
1780885466.075,13,R,476.3,560.4,0.823,direct
1780885466.122,13,L,667.3,535.8,0.791,direct
1780885466.122,13,R,475.1,560.4,0.851,direct
1780885466.166,13,L,668.1,535.9,0.828,direct
1780885466.167,13,R,474.1,560.4,0.871,direct
1780885466.204,13,L,668.7,536.0,0.828,direct
1780885466.204,13,R,473.4,560.4,0.871,direct
1780885466.246,13,L,669.4,536.0,0.798,direct
1780885466.246,13,R,470.7,561.6,0.859,direct
1780885466.281,13,L,669.9,536.1,0.817,direct
1780885466.281,13,R,468.7,563.2,0.868,direct
1780885466.324,13,L,670.6,536.2,0.817,direct
1780885466.324,13,R,467.1,564.7,0.868,direct
1780885466.358,13,L,671.2,536.3,0.841,direct
1780885466.358,13,R,464.9,566.2,0.898,direct
1780885466.396,13,L,671.8,536.3,0.841,direct
1780885466.396,13,R,463.0,567.3,0.898,direct
1780885466.437,13,L,672.4,536.4,0.766,direct
1780885466.437,13,R,462.4,567.3,0.806,direct
1780885466.485,13,L,673.2,536.5,0.766,direct
1780885466.485,13,R,462.1,567.0,0.806,direct
1780885466.532,13,L,674.0,536.6,0.732,direct
1780885466.532,13,R,462.0,567.0,0.792,direct
1780885466.578,13,L,674.7,536.7,0.732,direct
1780885466.578,13,R,462.0,567.2,0.792,direct
1780885466.610,13,L,675.2,536.8,0.830,direct
1780885466.610,13,R,461.5,567.4,0.869,direct
1780885466.647,13,L,675.8,536.8,0.803,direct
1780885466.647,13,R,460.0,567.7,0.864,direct
1780885466.686,13,L,676.5,536.9,0.803,direct
1780885466.686,13,R,459.0,567.9,0.864,direct
1780885466.720,13,L,677.0,537.0,0.834,direct
1780885466.720,13,R,458.1,568.0,0.885,direct
1780885466.768,13,L,677.8,537.1,0.834,direct
1780885466.768,13,R,457.2,568.2,0.885,direct
1780885466.814,13,L,678.5,537.2,0.810,direct
1780885466.815,13,R,456.4,568.2,0.887,direct
1780885466.858,13,L,679.2,537.3,0.854,direct
1780885466.858,13,R,456.0,568.7,0.915,direct
1780885466.895,13,L,679.8,537.3,0.854,direct
1780885466.895,13,R,455.9,569.2,0.915,direct
1780885466.942,13,L,680.6,537.4,0.837,direct
1780885466.942,13,R,455.9,569.6,0.895,direct
1780885466.985,13,L,681.3,537.5,0.837,direct
1780885466.985,13,R,456.0,569.7,0.895,direct
1780885467.020,13,L,681.9,537.6,0.883,direct
1780885467.020,13,R,456.3,569.9,0.935,direct
1780885467.064,13,L,682.6,537.7,0.883,direct
1780885467.064,13,R,457.6,570.2,0.935,direct
1780885467.097,13,L,683.1,537.7,0.885,direct
1780885467.097,13,R,457.4,570.8,0.925,direct
1780885467.130,13,L,683.6,537.8,0.885,direct
1780885467.130,13,R,457.0,571.3,0.925,direct
1780885467.167,13,L,646.7,526.0,0.929,direct
1780885467.167,13,R,456.1,570.6,0.957,direct
1780885467.207,13,L,665.1,522.4,0.929,direct
1780885467.208,13,R,455.1,568.9,0.957,direct
1780885467.240,13,L,677.9,519.9,0.921,direct
1780885467.240,13,R,454.8,568.7,0.950,direct
1780885467.274,13,L,689.3,513.8,0.923,direct
1780885467.274,13,R,454.2,567.3,0.948,direct
1780885467.306,13,L,696.9,509.1,0.923,direct
1780885467.306,13,R,453.8,565.9,0.948,direct
1780885467.344,13,L,701.6,506.1,0.933,direct
1780885467.344,13,R,454.2,564.6,0.957,direct
1780885467.385,13,L,704.4,504.3,0.933,direct
1780885467.385,13,R,454.8,563.5,0.957,direct
1780885467.428,13,L,706.5,503.8,0.930,direct
1780885467.428,13,R,455.7,564.2,0.954,direct
1780885467.463,13,L,707.4,503.4,0.915,direct
1780885467.463,13,R,456.5,565.6,0.949,direct
1780885467.493,13,L,708.1,503.2,0.915,direct
1780885467.493,13,R,456.9,566.7,0.949,direct
1780885467.526,13,L,708.9,502.9,0.932,direct
1780885467.526,13,R,457.6,564.9,0.958,direct
1780885467.557,13,L,709.6,502.6,0.932,direct
1780885467.557,13,R,458.2,562.2,0.958,direct
1780885467.589,13,L,710.4,502.3,0.905,direct
1780885467.589,13,R,459.7,561.7,0.948,direct
1780885467.624,13,L,711.2,502.0,0.905,direct
1780885467.624,13,R,461.4,561.9,0.948,direct
1780885467.661,13,L,712.1,501.6,0.912,direct
1780885467.661,13,R,462.8,561.8,0.948,direct
1780885467.699,13,L,713.0,501.3,0.912,direct
1780885467.699,13,R,463.9,561.6,0.948,direct
1780885467.742,13,L,714.0,500.9,0.881,direct
1780885467.742,13,R,465.2,561.0,0.928,direct
1780885467.790,13,L,715.1,500.5,0.881,direct
1780885467.790,13,R,466.4,560.4,0.928,direct
1780885467.826,13,L,716.0,500.1,0.789,direct
1780885467.826,13,R,467.1,561.4,0.864,direct
1780885467.868,13,L,717.0,499.7,0.789,direct
1780885467.868,13,R,467.5,563.2,0.864,direct
1780885467.902,13,L,717.8,499.4,0.880,direct
1780885467.902,13,R,467.7,563.1,0.940,direct
1780885467.937,13,L,718.6,499.1,0.880,direct
1780885467.937,13,R,467.8,562.7,0.940,direct
1780885467.969,13,L,719.4,498.8,0.810,direct
1780885467.969,13,R,468.6,562.3,0.866,direct
1780885468.001,13,L,720.1,498.5,0.810,direct
1780885468.002,13,R,469.7,562.2,0.866,direct
1780885468.034,13,L,720.9,498.2,0.866,direct
1780885468.034,13,R,470.9,561.1,0.904,direct
1780885468.066,13,L,721.7,497.9,0.877,direct
1780885468.066,13,R,472.5,559.1,0.895,direct
1780885468.099,13,L,722.4,497.6,0.877,direct
1780885468.099,13,R,473.8,557.4,0.895,direct
1780885468.135,13,L,723.3,497.3,0.907,direct
1780885468.135,13,R,475.5,555.8,0.926,direct
1780885468.168,13,L,724.1,497.0,0.907,direct
1780885468.168,13,R,476.9,554.7,0.926,direct
1780885468.199,13,L,724.8,496.7,0.868,direct
1780885468.199,13,R,477.7,553.8,0.891,direct
1780885468.235,13,L,725.7,496.4,0.868,direct
1780885468.235,13,R,478.2,553.1,0.891,direct
1780885468.278,13,L,726.7,496.0,0.842,direct
1780885468.278,13,R,479.4,553.2,0.876,direct
1780885468.329,13,L,727.9,495.5,0.842,direct
1780885468.329,13,R,480.7,553.8,0.876,direct
1780885468.375,13,L,729.0,495.1,0.862,direct
1780885468.375,13,R,482.2,554.1,0.888,direct
1780885468.421,13,L,730.1,494.7,0.813,direct
1780885468.421,13,R,485.7,553.1,0.847,direct
1780885468.456,13,L,730.9,494.4,0.813,direct
1780885468.456,13,R,487.8,552.3,0.847,direct
1780885468.492,13,L,731.7,494.1,0.878,direct
1780885468.492,13,R,490.2,550.7,0.900,direct
1780885468.528,13,L,732.6,493.7,0.878,direct
