ts,pid,side,x,y,conf,source
1780661708.512,0,R,509.8,496.2,0.979,direct
1780661708.548,0,L,582.1,428.0,0.979,direct
1780661708.548,0,R,510.1,514.1,0.988,direct
1780661708.586,0,L,581.6,426.9,0.971,direct
1780661708.586,0,R,509.6,513.0,0.981,direct
1780661708.624,0,L,581.5,426.7,0.971,direct
1780661708.624,0,R,509.6,512.9,0.981,direct
1780661708.658,0,L,581.2,427.6,0.972,direct
1780661708.658,0,R,509.5,509.6,0.982,direct
1780661708.699,0,L,581.1,428.0,0.972,direct
1780661708.699,0,R,509.5,509.6,0.982,direct
1780661708.745,0,L,579.3,432.2,0.906,direct
1780661708.745,0,R,500.4,526.7,0.948,direct
1780661708.780,0,L,576.3,424.6,0.973,direct
1780661708.780,0,R,508.8,517.9,0.985,direct
1780661708.815,0,L,576.2,424.5,0.973,direct
1780661708.815,0,R,508.9,517.8,0.985,direct
1780661708.848,0,L,579.6,418.4,0.960,direct
1780661708.848,0,R,503.0,513.7,0.977,direct
1780661708.885,0,L,579.7,418.3,0.960,direct
1780661708.885,0,R,503.0,513.6,0.977,direct
1780661708.935,0,L,586.2,424.9,0.959,direct
1780661708.935,0,R,495.7,510.1,0.977,direct
1780661708.980,0,L,586.4,425.0,0.959,direct
1780661708.980,0,R,495.6,510.1,0.977,direct
1780661709.013,0,L,588.6,420.7,0.958,direct
1780661709.013,0,R,495.9,513.3,0.977,direct
1780661709.050,0,L,588.7,420.5,0.958,direct
1780661709.050,0,R,495.9,513.5,0.977,direct
1780661709.083,0,L,600.1,433.2,0.964,direct
1780661709.083,0,R,505.7,520.8,0.979,direct
1780661709.117,0,L,600.2,433.3,0.964,direct
1780661709.117,0,R,505.8,520.9,0.979,direct
1780661709.152,0,L,612.9,436.0,0.944,direct
1780661709.152,0,R,507.1,526.1,0.968,direct
1780661709.190,0,L,613.0,436.1,0.944,direct
1780661709.190,0,R,507.2,526.3,0.968,direct
1780661709.234,0,L,623.6,443.4,0.968,direct
1780661709.234,0,R,506.2,526.8,0.980,direct
1780661709.273,0,L,623.7,443.4,0.968,direct
1780661709.273,0,R,505.9,526.9,0.980,direct
1780661709.311,0,L,630.3,442.8,0.965,direct
1780661709.311,0,R,505.8,529.6,0.977,direct
1780661709.347,0,L,630.5,442.8,0.965,direct
1780661709.347,0,R,505.9,529.9,0.977,direct
1780661709.381,0,L,634.3,443.8,0.968,direct
1780661709.381,0,R,506.5,528.7,0.976,direct
1780661709.418,0,L,631.4,446.8,0.971,direct
1780661709.418,0,R,514.4,522.6,0.981,direct
1780661709.465,0,L,635.2,455.3,0.962,direct
1780661709.465,0,R,514.4,520.9,0.973,direct
1780661709.502,0,L,635.3,455.4,0.962,direct
1780661709.502,0,R,514.4,520.8,0.973,direct
1780661709.549,0,L,635.8,455.5,0.967,direct
1780661709.549,0,R,514.3,524.6,0.974,direct
1780661709.593,0,L,635.9,455.5,0.967,direct
1780661709.593,0,R,514.3,524.8,0.974,direct
1780661709.627,0,L,633.0,456.3,0.977,direct
1780661709.627,0,R,517.8,517.8,0.985,direct
1780661709.662,0,L,632.9,456.3,0.977,direct
1780661709.662,0,R,517.9,517.7,0.985,direct
1780661709.698,0,L,630.3,458.0,0.971,direct
1780661709.698,0,R,518.9,511.7,0.978,direct
1780661709.733,0,L,630.1,458.1,0.971,direct
1780661709.733,0,R,518.9,511.6,0.978,direct
1780661709.773,0,L,628.9,452.9,0.976,direct
1780661709.773,0,R,519.3,514.2,0.983,direct
1780661709.819,0,L,628.9,452.7,0.976,direct
1780661709.819,0,R,519.4,514.3,0.983,direct
1780661709.855,0,L,632.1,454.5,0.980,direct
1780661709.855,0,R,518.5,511.9,0.986,direct
1780661709.892,0,L,631.0,455.7,0.979,direct
1780661709.892,0,R,519.3,511.3,0.986,direct
1780661709.927,0,L,630.9,455.8,0.979,direct
1780661709.927,0,R,519.4,511.2,0.986,direct
1780661709.962,0,L,630.8,452.7,0.982,direct
1780661709.962,0,R,519.7,516.6,0.990,direct
1780661709.999,0,L,630.8,452.5,0.982,direct
1780661709.999,0,R,519.7,516.8,0.990,direct
1780661710.049,0,L,631.2,452.7,0.981,direct
1780661710.049,0,R,519.5,516.7,0.990,direct
1780661710.085,0,L,636.8,461.0,0.953,direct
1780661710.085,0,R,521.9,505.0,0.964,direct
1780661710.121,0,L,636.9,461.1,0.953,direct
1780661710.121,0,R,521.9,504.8,0.964,direct
1780661710.155,0,L,636.1,449.3,0.964,direct
1780661710.155,0,R,519.6,502.4,0.973,direct
1780661710.208,0,L,636.1,449.2,0.964,direct
1780661710.208,0,R,519.5,502.3,0.973,direct
1780661710.253,0,L,639.5,459.8,0.977,direct
1780661710.253,0,R,515.5,508.4,0.984,direct
1780661710.303,0,L,639.5,459.9,0.977,direct
1780661710.303,0,R,515.4,508.6,0.984,direct
1780661710.337,0,L,633.1,448.1,0.974,direct
1780661710.337,0,R,513.4,481.5,0.983,direct
1780661710.371,0,L,633.1,448.0,0.974,direct
1780661710.371,0,R,513.4,481.3,0.983,direct
1780661710.407,0,L,630.0,451.0,0.986,direct
1780661710.407,0,R,530.5,420.2,0.990,direct
1780661710.443,0,L,628.1,446.5,0.979,direct
1780661710.443,0,R,537.7,397.5,0.986,direct
1780661710.478,0,L,628.1,446.4,0.979,direct
1780661710.478,0,R,537.7,397.3,0.986,direct
1780661710.515,0,L,624.7,436.0,0.976,direct
1780661710.515,0,R,569.9,346.9,0.986,direct
1780661710.554,0,L,624.6,435.8,0.976,direct
1780661710.554,0,R,570.2,346.5,0.986,direct
1780661710.593,0,L,634.8,436.4,0.942,direct
1780661710.593,0,R,598.9,384.1,0.959,direct
1780661710.633,0,L,635.0,436.5,0.942,direct
1780661710.633,0,R,599.1,384.5,0.959,direct
1780661710.669,0,L,627.0,436.0,0.971,direct
1780661710.669,0,R,555.0,358.7,0.975,direct
1780661710.710,0,L,626.8,436.0,0.971,direct
1780661710.710,0,R,554.6,358.4,0.975,direct
1780661710.754,0,L,629.1,455.6,0.975,direct
1780661710.754,0,R,547.9,458.1,0.980,direct
1780661710.787,0,L,630.9,461.6,0.981,direct
1780661710.787,0,R,549.3,481.3,0.985,direct
1780661710.820,0,L,630.9,461.7,0.981,direct
1780661710.820,0,R,549.3,481.4,0.985,direct
1780661710.855,0,L,625.3,453.2,0.970,direct
1780661710.855,0,R,549.3,509.2,0.979,direct
1780661710.899,0,L,629.8,451.4,0.969,direct
1780661710.899,0,R,550.5,512.9,0.978,direct
1780661710.932,0,L,629.8,451.4,0.969,direct
1780661710.932,0,R,550.5,512.9,0.978,direct
1780661710.967,0,L,636.2,452.4,0.972,direct
1780661710.967,0,R,558.5,504.5,0.985,direct
1780661711.001,0,L,636.3,452.4,0.972,direct
1780661711.001,0,R,558.6,504.5,0.985,direct
1780661711.034,0,L,635.9,454.3,0.983,direct
1780661711.034,0,R,559.9,500.1,0.990,direct
1780661711.069,0,L,635.8,454.7,0.983,direct
1780661711.069,0,R,559.9,499.9,0.990,direct
1780661711.104,0,L,638.2,453.8,0.963,direct
1780661711.104,0,R,564.8,500.0,0.980,direct
1780661711.141,0,L,638.4,453.7,0.963,direct
1780661711.141,0,R,565.0,500.0,0.980,direct
1780661711.180,0,L,638.9,448.8,0.956,direct
1780661711.180,0,R,567.8,503.1,0.977,direct
1780661711.218,0,L,638.9,448.7,0.956,direct
1780661711.218,0,R,567.9,503.2,0.977,direct
1780661711.251,0,L,638.7,448.4,0.950,direct
1780661711.251,0,R,567.1,504.5,0.973,direct
1780661711.284,0,L,638.6,448.3,0.950,direct
1780661711.284,0,R,566.9,504.8,0.973,direct
1780661711.319,0,L,629.7,454.3,0.968,direct
1780661711.319,0,R,566.8,513.3,0.980,direct
1780661711.354,0,L,629.5,454.4,0.968,direct
1780661711.354,0,R,566.8,513.5,0.980,direct
1780661711.402,0,L,638.3,456.6,0.985,direct
1780661711.402,0,R,565.3,502.3,0.990,direct
1780661711.437,0,L,638.5,456.6,0.985,direct
1780661711.437,0,R,565.3,502.1,0.990,direct
1780661711.472,0,L,633.9,457.8,0.983,direct
1780661711.472,0,R,566.4,514.5,0.990,direct
1780661711.512,0,L,633.7,457.8,0.983,direct
1780661711.512,0,R,566.4,514.7,0.990,direct
1780661711.548,0,L,634.2,457.2,0.982,direct
1780661711.549,0,R,563.7,511.4,0.989,direct
1780661711.591,0,L,636.4,444.5,0.986,direct
1780661711.591,0,R,527.5,503.6,0.989,direct
1780661711.628,0,L,636.4,444.4,0.986,direct
1780661711.628,0,R,527.2,503.5,0.989,direct
1780661711.667,0,L,637.8,444.7,0.966,direct
1780661711.667,0,R,490.1,498.4,0.972,direct
1780661711.717,0,L,638.0,444.8,0.966,direct
1780661711.717,0,R,489.7,498.4,0.972,direct
1780661711.750,0,L,647.5,421.0,0.946,direct
1780661711.750,0,R,489.4,498.3,0.949,direct
1780661711.783,0,L,682.4,419.4,0.965,direct
1780661711.783,0,R,489.0,498.3,0.971,direct
1780661711.817,0,L,682.6,419.4,0.965,direct
1780661711.817,0,R,488.7,498.2,0.971,direct
1780661711.853,0,L,686.5,411.4,0.928,direct
1780661711.853,0,R,488.3,498.2,0.945,direct
1780661711.888,0,L,686.6,411.3,0.928,direct
1780661711.888,0,R,488.0,498.1,0.945,direct
1780661711.922,0,L,633.2,427.9,0.899,direct
1780661711.923,0,R,487.6,498.1,0.926,direct
1780661711.958,0,L,632.7,428.1,0.899,direct
1780661711.958,0,R,487.3,498.0,0.926,direct
1780661711.999,0,L,642.3,436.1,0.923,direct
1780661711.999,0,R,486.9,498.0,0.956,direct
1780661712.033,0,L,642.4,436.1,0.923,direct
1780661712.033,0,R,486.5,498.0,0.956,direct
1780661712.069,0,L,633.8,439.4,0.957,direct
1780661712.069,0,R,474.6,497.6,0.967,direct
1780661712.109,0,L,632.2,450.5,0.971,direct
1780661712.109,0,R,524.0,479.4,0.979,direct
1780661712.142,0,L,632.2,450.5,0.971,direct
1780661712.142,0,R,524.3,479.3,0.979,direct
1780661712.178,0,L,630.2,441.7,0.962,direct
1780661712.178,0,R,549.2,488.7,0.971,direct
1780661712.212,0,L,630.2,441.6,0.962,direct
1780661712.212,0,R,549.4,488.8,0.971,direct
1780661712.248,0,L,641.2,454.1,0.981,direct
1780661712.248,0,R,599.5,498.9,0.987,direct
1780661712.284,0,L,641.3,454.2,0.981,direct
1780661712.284,0,R,600.0,499.0,0.987,direct
1780661712.330,0,L,640.3,455.9,0.984,direct
1780661712.330,0,R,622.5,500.4,0.989,direct
1780661712.364,0,L,640.1,456.2,0.984,direct
1780661712.364,0,R,622.7,500.4,0.989,direct
1780661712.403,0,L,640.4,452.4,0.986,direct
1780661712.403,0,R,620.5,496.4,0.990,direct
1780661712.451,0,L,640.4,452.3,0.986,direct
1780661712.452,0,R,620.5,496.3,0.990,direct
1780661712.502,0,L,640.4,457.4,0.979,direct
1780661712.502,0,R,607.3,504.8,0.987,direct
1780661712.548,0,L,640.5,457.5,0.979,direct
1780661712.549,0,R,607.2,504.9,0.987,direct
1780661712.581,0,L,639.9,456.7,0.975,direct
1780661712.581,0,R,604.0,506.0,0.985,direct
1780661712.619,0,L,639.8,456.5,0.975,direct
1780661712.619,0,R,603.9,506.0,0.985,direct
1780661712.660,0,L,643.2,460.1,0.978,direct
1780661712.660,0,R,607.5,508.5,0.987,direct
1780661712.699,0,L,642.7,460.4,0.975,direct
1780661712.700,0,R,609.1,510.9,0.985,direct
1780661712.733,0,L,644.1,460.8,0.979,direct
1780661712.733,0,R,610.1,505.9,0.988,direct
1780661712.769,0,L,644.4,460.9,0.979,direct
1780661712.769,0,R,610.1,505.7,0.988,direct
1780661712.803,0,L,644.2,460.7,0.983,direct
1780661712.804,0,R,610.5,506.1,0.990,direct
1780661712.839,0,L,644.1,460.7,0.983,direct
1780661712.839,0,R,610.6,506.2,0.990,direct
1780661712.881,0,L,644.7,459.8,0.980,direct
1780661712.881,0,R,610.5,500.2,0.989,direct
1780661712.920,0,L,645.1,459.3,0.980,direct
1780661712.920,0,R,610.5,500.0,0.989,direct
1780661712.958,0,L,645.2,459.7,0.981,direct
1780661712.958,0,R,600.5,500.4,0.989,direct
1780661713.005,0,L,645.2,459.9,0.981,direct
1780661713.005,0,R,600.4,500.4,0.989,direct
1780661713.041,0,L,637.9,456.6,0.983,direct
1780661713.041,0,R,540.9,483.1,0.986,direct
1780661713.078,0,L,637.7,456.5,0.983,direct
1780661713.078,0,R,540.3,483.0,0.986,direct
1780661713.130,0,L,633.9,452.7,0.966,direct
1780661713.130,0,R,505.2,477.0,0.968,direct
1780661713.169,0,L,635.1,439.3,0.899,direct
1780661713.169,0,R,503.6,476.6,0.895,direct
1780661713.210,0,L,635.1,439.2,0.899,direct
1780661713.210,0,R,502.1,476.3,0.895,direct
1780661713.244,0,L,636.5,445.0,0.893,direct
1780661713.244,0,R,500.6,476.0,0.905,direct
1780661713.279,0,L,636.6,445.2,0.893,direct
1780661713.279,0,R,499.0,475.6,0.905,direct
1780661713.317,0,L,672.0,428.4,0.830,direct
1780661713.317,0,R,497.5,475.3,0.867,direct
1780661713.364,0,L,673.0,428.1,0.855,direct
1780661713.364,0,R,496.0,475.0,0.838,direct
1780661713.364,1,L,691.5,400.5,0.934,direct
1780661713.364,1,R,627.3,461.9,0.936,direct
1780661713.403,0,L,674.0,427.8,0.855,direct
1780661713.403,0,R,494.4,474.6,0.838,direct
1780661713.403,1,L,691.5,400.5,0.934,direct
1780661713.403,1,R,627.3,461.9,0.936,direct
1780661713.437,0,L,695.6,395.0,0.933,direct
1780661713.437,0,R,492.9,474.3,0.938,direct
1780661713.437,1,L,691.5,400.5,0.758,direct
1780661713.437,1,R,627.3,461.9,0.763,direct
1780661713.472,0,L,695.7,394.9,0.933,direct
1780661713.472,0,R,491.4,474.0,0.938,direct
1780661713.472,1,L,691.5,400.5,0.758,direct
1780661713.472,1,R,627.3,461.9,0.763,direct
1780661713.519,0,L,696.7,390.8,0.944,direct
1780661713.519,0,R,489.8,473.7,0.949,direct
1780661713.519,1,L,691.5,400.5,0.772,direct
1780661713.519,1,R,627.3,461.9,0.768,direct
1780661713.555,0,L,696.7,390.7,0.944,direct
1780661713.555,0,R,488.3,473.3,0.949,direct
1780661713.555,1,L,691.5,400.5,0.772,direct
1780661713.555,1,R,627.3,461.9,0.768,direct
1780661713.597,0,L,698.1,389.7,0.958,direct
1780661713.597,0,R,486.7,473.0,0.962,direct
1780661713.597,1,L,691.5,400.5,0.828,direct
1780661713.597,1,R,627.3,461.9,0.825,direct
1780661713.632,0,L,698.4,389.5,0.958,direct
1780661713.632,0,R,485.2,472.7,0.962,direct
1780661713.632,1,L,691.5,400.5,0.828,direct
1780661713.632,1,R,627.3,461.9,0.825,direct
1780661713.667,0,L,690.2,387.3,0.949,direct
1780661713.668,0,R,483.7,472.3,0.955,direct
1780661713.668,1,L,691.5,400.5,0.809,direct
1780661713.668,1,R,627.3,461.9,0.817,direct
1780661713.703,0,L,696.8,384.1,0.948,direct
1780661713.704,0,R,482.1,472.0,0.957,direct
1780661713.704,1,L,691.5,400.5,0.828,direct
1780661713.704,1,R,627.3,461.9,0.842,direct
1780661713.736,0,L,696.9,384.1,0.948,direct
1780661713.736,0,R,480.6,471.7,0.957,direct
1780661713.736,1,L,691.5,400.5,0.828,direct
1780661713.736,1,R,627.3,461.9,0.842,direct
1780661713.773,0,L,699.4,396.5,0.951,direct
1780661713.773,0,R,479.1,471.4,0.961,direct
1780661713.773,1,L,691.5,400.5,0.760,direct
1780661713.773,1,R,627.3,461.9,0.727,direct
1780661713.807,0,L,699.4,396.7,0.951,direct
1780661713.808,0,R,477.5,471.0,0.961,direct
1780661713.808,1,L,691.5,400.5,0.760,direct
1780661713.808,1,R,627.3,461.9,0.727,direct
1780661713.842,0,L,695.5,388.3,0.939,direct
1780661713.842,0,R,476.0,470.7,0.954,direct
1780661713.842,1,L,691.5,400.5,0.734,direct
1780661713.842,1,R,627.3,461.9,0.715,direct
1780661713.878,0,L,695.4,388.2,0.939,direct
1780661713.878,0,R,474.5,470.4,0.954,direct
1780661713.878,1,L,691.5,400.5,0.734,direct
1780661713.878,1,R,627.3,461.9,0.715,direct
1780661713.916,0,L,700.3,392.0,0.935,direct
1780661713.916,0,R,472.9,470.0,0.949,direct
1780661713.916,1,L,691.5,400.5,0.716,direct
1780661713.916,1,R,627.3,461.9,0.716,direct
1780661713.960,0,L,700.4,392.1,0.935,direct
1780661713.960,0,R,471.4,469.7,0.949,direct
1780661713.960,1,L,691.5,400.5,0.716,direct
1780661713.961,1,R,627.3,461.9,0.716,direct
1780661714.006,0,L,690.5,404.0,0.938,direct
1780661714.006,0,R,469.9,469.4,0.947,direct
1780661714.006,1,L,623.4,410.1,0.858,direct
1780661714.006,1,R,627.3,461.9,0.877,direct
1780661714.040,0,L,657.9,461.5,0.904,direct
1780661714.040,0,R,468.3,469.1,0.916,direct
1780661714.074,0,L,657.7,461.9,0.904,direct
1780661714.074,0,R,466.8,468.7,0.916,direct
1780661714.129,0,L,627.0,429.6,0.911,direct
1780661714.129,0,R,465.2,468.4,0.933,direct
1780661714.177,0,L,623.8,436.9,0.836,direct
1780661714.177,0,R,463.7,468.1,0.873,direct
1780661714.212,0,L,623.8,436.9,0.836,direct
1780661714.212,0,R,462.2,467.7,0.873,direct
1780661714.255,0,L,633.5,456.5,0.865,direct
1780661714.255,0,R,460.6,467.4,0.884,direct
1780661714.288,0,L,633.6,456.7,0.865,direct
1780661714.288,0,R,459.1,467.1,0.884,direct
1780661714.324,0,L,622.2,467.1,0.785,direct
1780661714.324,0,R,457.6,466.8,0.863,direct
1780661714.355,0,L,622.1,467.2,0.785,direct
1780661714.355,0,R,456.0,466.4,0.863,direct
1780661714.389,0,L,638.1,466.3,0.868,direct
1780661714.389,0,R,454.5,466.1,0.898,direct
1780661714.440,0,L,638.2,466.3,0.868,direct
1780661714.440,0,R,453.0,465.8,0.898,direct
1780661714.485,0,L,647.0,453.2,0.903,direct
1780661714.485,0,R,451.4,465.4,0.921,direct
1780661714.521,0,L,647.1,453.1,0.903,direct
1780661714.521,0,R,449.9,465.1,0.921,direct
1780661714.564,0,L,647.2,453.0,0.350,extrapolated
1780661714.564,0,R,448.3,464.8,0.350,extrapolated
1780661714.601,0,L,647.3,452.8,0.350,extrapolated
1780661714.601,0,R,446.8,464.4,0.350,extrapolated
1780661714.637,0,L,636.1,467.0,0.704,direct
1780661714.637,0,R,445.3,464.1,0.680,direct
1780661714.680,0,L,651.1,455.4,0.689,direct
1780661714.680,0,R,443.7,463.8,0.662,direct
1780661714.719,0,L,651.2,455.3,0.689,direct
1780661714.719,0,R,442.2,463.5,0.662,direct
1780661714.756,0,L,646.0,440.3,0.719,direct
1780661714.756,0,R,440.7,463.1,0.698,direct
1780661714.794,0,L,636.2,401.7,0.677,direct
1780661714.794,0,R,439.1,462.8,0.692,direct
1780661714.833,0,L,636.2,401.5,0.677,direct
1780661714.833,0,R,437.6,462.5,0.692,direct
1780661714.879,0,L,627.4,438.7,0.730,direct
1780661714.879,0,R,436.1,462.1,0.731,direct
1780661714.916,0,L,627.3,439.0,0.730,direct
1780661714.916,0,R,434.5,461.8,0.731,direct
1780661714.962,0,L,627.2,439.4,0.195,low_conf_fused
1780661714.962,0,R,433.0,461.5,0.420,direct
1780661715.004,0,L,627.1,439.7,0.195,low_conf_fused
1780661715.004,0,R,431.5,461.2,0.420,direct
1780661715.041,0,L,634.3,445.7,0.680,direct
1780661715.041,0,R,429.9,460.8,0.676,direct
1780661715.090,0,L,634.4,445.7,0.680,direct
1780661715.090,0,R,428.4,460.5,0.676,direct
1780661715.127,0,L,642.2,450.2,0.630,direct
1780661715.127,0,R,426.8,460.2,0.621,direct
1780661715.164,0,L,642.2,450.2,0.630,direct
1780661715.164,0,R,425.3,459.8,0.621,direct
1780661715.212,0,L,638.4,445.1,0.640,direct
1780661715.212,0,R,423.8,459.5,0.633,direct
1780661715.250,0,L,637.2,453.9,0.628,direct
1780661715.250,0,R,422.2,459.2,0.644,direct
1780661715.291,0,L,637.2,454.0,0.628,direct
1780661715.291,0,R,420.7,458.9,0.644,direct
1780661715.327,0,L,636.5,441.9,0.681,direct
1780661715.327,0,R,419.2,458.5,0.693,direct
1780661715.368,0,L,636.5,442.5,0.738,direct
1780661715.369,0,R,417.6,458.2,0.742,direct
1780661715.404,0,L,636.5,442.5,0.738,direct
1780661715.404,0,R,416.1,457.9,0.742,direct
1780661715.437,0,L,643.6,451.1,0.759,direct
1780661715.437,0,R,414.6,457.5,0.764,direct
1780661715.470,0,L,643.7,451.3,0.759,direct
1780661715.470,0,R,413.0,457.2,0.764,direct
1780661715.507,0,L,646.3,449.1,0.736,direct
1780661715.507,0,R,411.5,456.9,0.747,direct
1780661715.556,0,L,646.3,449.1,0.736,direct
1780661715.556,0,R,410.0,456.6,0.747,direct
1780661715.600,0,L,644.9,447.7,0.791,direct
1780661715.600,0,R,408.4,456.2,0.803,direct
1780661715.638,0,L,644.5,447.4,0.791,direct
1780661715.638,0,R,406.9,455.9,0.803,direct
1780661715.681,0,L,645.1,447.0,0.781,direct
1780661715.681,0,R,405.3,455.6,0.792,direct
1780661715.727,0,L,645.4,446.8,0.781,direct
1780661715.727,0,R,403.8,455.2,0.792,direct
1780661715.764,0,L,646.1,443.7,0.786,direct
1780661715.764,0,R,402.3,454.9,0.797,direct
1780661715.806,0,L,648.4,441.3,0.793,direct
1780661715.806,0,R,400.7,454.6,0.800,direct
1780661715.850,0,L,648.5,441.1,0.793,direct
1780661715.850,0,R,399.2,454.2,0.800,direct
1780661715.888,0,L,651.1,447.1,0.753,direct
1780661715.888,0,R,397.7,453.9,0.761,direct
1780661715.932,0,L,647.4,438.2,0.792,direct
1780661715.932,0,R,396.1,453.6,0.800,direct
1780661715.968,0,L,647.3,438.1,0.792,direct
1780661715.968,0,R,394.6,453.3,0.800,direct
1780661716.005,0,L,644.6,441.1,0.771,direct
1780661716.005,0,R,393.1,452.9,0.785,direct
1780661716.042,0,L,644.5,441.2,0.771,direct
1780661716.042,0,R,391.5,452.6,0.785,direct
1780661716.089,0,L,642.4,444.5,0.795,direct
1780661716.089,0,R,390.0,452.3,0.801,direct
1780661716.131,0,L,642.3,444.6,0.795,direct
1780661716.131,0,R,388.5,451.9,0.801,direct
1780661716.165,0,L,646.1,440.0,0.774,direct
1780661716.165,0,R,386.9,451.6,0.788,direct
1780661716.213,0,L,646.2,439.9,0.774,direct
1780661716.213,0,R,385.4,451.3,0.788,direct
1780661716.247,0,L,646.0,442.2,0.755,direct
1780661716.247,0,R,383.8,451.0,0.768,direct
1780661716.295,0,L,646.5,441.8,0.792,direct
1780661716.296,0,R,382.3,450.6,0.796,direct
1780661716.339,0,L,646.5,441.7,0.792,direct
1780661716.339,0,R,380.8,450.3,0.796,direct
1780661716.389,0,L,643.6,442.9,0.715,direct
1780661716.389,0,R,379.2,450.0,0.728,direct
1780661716.437,0,L,646.3,444.6,0.782,direct
1780661716.437,0,R,377.7,449.6,0.791,direct
1780661716.482,0,L,646.4,444.7,0.782,direct
1780661716.482,0,R,376.2,449.3,0.791,direct
1780661716.516,0,L,645.4,446.0,0.798,direct
1780661716.516,0,R,374.6,449.0,0.808,direct
1780661716.554,0,L,645.1,446.3,0.798,direct
1780661716.554,0,R,373.1,448.7,0.808,direct
1780661716.592,0,L,644.6,440.8,0.771,direct
1780661716.592,0,R,371.6,448.3,0.779,direct
1780661716.637,0,L,644.6,440.6,0.771,direct
1780661716.637,0,R,370.0,448.0,0.779,direct
1780661716.687,0,L,637.9,449.6,0.755,direct
1780661716.687,0,R,368.5,447.7,0.770,direct
1780661716.724,0,L,637.8,449.7,0.755,direct
1780661716.725,0,R,367.0,447.3,0.770,direct
1780661716.762,0,L,648.0,443.6,0.818,direct
1780661716.762,0,R,365.4,447.0,0.823,direct
1780661716.797,0,L,648.1,443.6,0.818,direct
1780661716.797,0,R,363.9,446.7,0.823,direct
1780661716.843,0,L,647.5,445.4,0.805,direct
